Postcode,Huisnummer,Bouwjaar,Gebouwtype,Energieklasse,warmte_predicted,warmte_final,gas_sjv_m3,gas_per_m2,priority,PC4
1625PG,16,1979,Rijwoning tussen,B,110.4658670958619,110.4658670958619,,,Medium,1625
1628AE,82,1985,Flatwoning (overig),C,114.45037214343544,114.45037214343544,,,Medium,1628
1628ZG,34,2003,Twee-onder-een-kap / rijwoning hoek,A,101.54226689991124,101.54226689991124,,,Low,1628
1628KL,28,1989,Twee-onder-een-kap / rijwoning hoek,C,109.86208925115686,109.86208925115686,,,Medium,1628
1689BL,31,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1689XL,5,2014,Twee-onder-een-kap / rijwoning hoek,A,105.28906558217606,105.28906558217606,1156.9471830985915,,Low,1689
1623RD,153,1930,Rijwoning tussen,F,131.71992409103498,131.71992409103498,,,Medium,1623
1621MP,25,2003,Flatwoning (overig),A,104.55534279376513,104.55534279376513,,,Low,1621
1689MK,180,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1689CP,20,2014,Flatwoning (overig),A,109.0735937774297,109.0735937774297,1156.9471830985915,,Low,1689
1621GX,59,1930,Rijwoning tussen,F,131.71992409103498,131.71992409103498,,,Medium,1621
1623MB,21,1930,Twee-onder-een-kap / rijwoning hoek,D,131.71992409103498,131.71992409103498,,,Medium,1623
1623MC,16,1930,Rijwoning tussen,E,131.71992409103498,131.71992409103498,,,Medium,1623
1625CG,13,1979,Rijwoning tussen,A,110.4658670958619,110.4658670958619,,,Medium,1625
1628JX,62,1995,Vrijstaande woning,B,113.52598135739291,113.52598135739291,,,Low,1628
1621CX,29,1985,Twee-onder-een-kap / rijwoning hoek,C,113.6107490204253,113.6107490204253,,,Medium,1621
1625BP,44,1970,Twee-onder-een-kap / rijwoning hoek,B,112.90662717699382,112.90662717699382,,,Medium,1625
1622JT,179,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1622
1628XC,115,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1689GA,149,1930,Vrijstaande woning,C,134.84789310910145,134.84789310910145,1156.9471830985915,,Medium,1689
1625GN,114,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,,,Medium,1625
1628VR,99,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
1689BA,21,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1622HK,110,1979,Rijwoning tussen,A,110.4658670958619,110.4658670958619,,,Medium,1622
1623RR,11,1985,Twee-onder-een-kap / rijwoning hoek,D,113.6107490204253,113.6107490204253,,,Medium,1623
1628XB,25,1995,Twee-onder-een-kap / rijwoning hoek,A,107.30673614195176,107.30673614195176,,,Low,1628
1625AA,19,1970,Rijwoning tussen,C,112.90662717699382,112.90662717699382,,,Medium,1625
1628MB,39,1989,Rijwoning tussen,C,109.86208925115686,109.86208925115686,,,Medium,1628
1628XA,294,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
1689RE,32,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1625AH,14,1970,Vrijstaande woning,A,118.94918523305326,118.94918523305326,,,Medium,1625
1624VB,18,1970,Rijwoning tussen,B,112.90662717699382,112.90662717699382,,,Medium,1624
1689NW,75,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1628BM,102,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1628
1628XN,120,2003,Twee-onder-een-kap / rijwoning hoek,B,101.54226689991124,101.54226689991124,,,Low,1628
1622HA,8,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1622
1628XE,11,1995,Rijwoning tussen,A,107.30673614195176,107.30673614195176,,,Low,1628
1628WH,49,1995,Vrijstaande woning,B,113.52598135739291,113.52598135739291,,,Low,1628
1625BM,13,1970,Rijwoning tussen,A,112.90662717699382,112.90662717699382,,,Medium,1625
1628SB,7,1995,Rijwoning tussen,A,107.30673614195176,107.30673614195176,,,Low,1628
1625CC,40,1979,Rijwoning tussen,B,110.4658670958619,110.4658670958619,,,Medium,1625
1622ES,25,2003,Flatwoning (overig),C,104.55534279376513,104.55534279376513,,,Low,1622
1621KB,18,1930,Flatwoning (overig),G,135.22283462059187,135.22283462059187,,,Medium,1621
1625CJ,44,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1625
1625NG,123,1930,Twee-onder-een-kap / rijwoning hoek,E,131.71992409103498,131.71992409103498,,,Medium,1625
1628LH,133,1985,Rijwoning tussen,B,113.6107490204253,113.6107490204253,,,Medium,1628
1628JX,51,1989,Twee-onder-een-kap / rijwoning hoek,B,109.86208925115686,109.86208925115686,,,Medium,1628
1689PE,29,1985,Rijwoning tussen,B,113.6107490204253,113.6107490204253,1156.9471830985915,,Medium,1689
1628MZ,95,1989,Twee-onder-een-kap / rijwoning hoek,C,109.86208925115686,109.86208925115686,,,Medium,1628
1689VG,18,1985,Rijwoning tussen,C,113.6107490204253,113.6107490204253,1156.9471830985915,,Medium,1689
1628RL,64,1989,Rijwoning tussen,C,109.86208925115686,109.86208925115686,,,Medium,1628
1625TB,4,1970,Rijwoning tussen,C,112.90662717699382,112.90662717699382,,,Medium,1625
1689WH,164,2010,Rijwoning tussen,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1625ZT,137,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1625
1622GN,50,1979,Flatwoning (overig),B,111.40079160104537,111.40079160104537,,,Medium,1622
1625TA,3,1970,Vrijstaande woning,B,118.94918523305326,118.94918523305326,,,Medium,1625
1628SB,10,1995,Rijwoning tussen,A,107.30673614195176,107.30673614195176,,,Low,1628
1622CP,50,1979,Flatwoning (overig),C,111.40079160104537,111.40079160104537,,,Medium,1622
1622GN,49,1979,Rijwoning tussen,A,110.4658670958619,110.4658670958619,,,Medium,1622
1689ED,2,1970,Twee-onder-een-kap / rijwoning hoek,B,112.90662717699382,112.90662717699382,1156.9471830985915,,Medium,1689
1689GD,225,1995,Vrijstaande woning,B,113.52598135739291,113.52598135739291,1156.9471830985915,,Low,1689
1628ZN,60,2003,Rijwoning tussen,A,101.54226689991124,101.54226689991124,,,Low,1628
1689WB,20,2010,Vrijstaande woning,A,112.44667778285562,112.44667778285562,1156.9471830985915,,Low,1689
1628XE,120,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1689NB,38,1979,Twee-onder-een-kap / rijwoning hoek,B,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1621AD,51,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1621
1621BA,5,1930,Flatwoning (overig),F,135.22283462059187,135.22283462059187,,,Medium,1621
1628GN,85,1985,Rijwoning tussen,C,113.6107490204253,113.6107490204253,,,Medium,1628
1625AN,9,1979,Twee-onder-een-kap / rijwoning hoek,B,110.4658670958619,110.4658670958619,,,Medium,1625
1622JV,209,1979,Rijwoning tussen,D,110.4658670958619,110.4658670958619,,,Medium,1622
1628XB,64,1995,Twee-onder-een-kap / rijwoning hoek,A,107.30673614195176,107.30673614195176,,,Low,1628
1625CN,26,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1625
1625TG,77,1970,Rijwoning tussen,C,112.90662717699382,112.90662717699382,,,Medium,1625
1628XE,53,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1689HH,87,1979,Twee-onder-een-kap / rijwoning hoek,A,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1628VB,24,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
1621AW,54,1930,Rijwoning tussen,F,131.71992409103498,131.71992409103498,,,Medium,1621
1689PB,176,2010,Vrijstaande woning,A,112.44667778285562,112.44667778285562,1156.9471830985915,,Low,1689
1689ER,79,1955,Rijwoning tussen,B,127.1241341728539,127.1241341728539,1156.9471830985915,,Medium,1689
1689KH,120,1979,Rijwoning tussen,B,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1689PB,186,1985,Vrijstaande woning,A,119.65330707648474,119.65330707648474,1156.9471830985915,,Medium,1689
1621JD,21,1930,Flatwoning (overig),E,135.22283462059187,135.22283462059187,,,Medium,1621
1622LC,54,1979,Rijwoning tussen,A,110.4658670958619,110.4658670958619,,,Medium,1622
1689WE,108,2010,Rijwoning tussen,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1628SM,36,1995,Vrijstaande woning,B,113.52598135739291,113.52598135739291,,,Low,1628
1628DD,72,1985,Twee-onder-een-kap / rijwoning hoek,C,113.6107490204253,113.6107490204253,,,Medium,1628
1622GH,71,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1622
1621GM,1,2003,Rijwoning tussen,A,101.54226689991124,101.54226689991124,,,Low,1621
1689RW,31,1985,Flatwoning (overig),C,114.45037214343544,114.45037214343544,1156.9471830985915,,Medium,1689
1689RW,37,1985,Flatwoning (overig),C,114.45037214343544,114.45037214343544,1156.9471830985915,,Medium,1689
1622LE,91,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1622
1689PG,11,1979,Rijwoning tussen,B,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1625CV,36,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1625
1689PG,8,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1628TE,11,1995,Twee-onder-een-kap / rijwoning hoek,C,107.30673614195176,107.30673614195176,,,Low,1628
1689NM,30,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1628ST,46,1995,Vrijstaande woning,B,113.52598135739291,113.52598135739291,,,Low,1628
1625ER,39,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1625
1625AP,22,1970,Twee-onder-een-kap / rijwoning hoek,C,112.90662717699382,112.90662717699382,,,Medium,1625
1624EG,52,1930,Vrijstaande woning,G,134.84789310910145,134.84789310910145,,,Medium,1624
1689BE,19,1985,Rijwoning tussen,C,113.6107490204253,113.6107490204253,1156.9471830985915,,Medium,1689
1622CA,6,1979,Maisonnette,B,111.40079160104537,111.40079160104537,,,Medium,1622
1689CH,23,1989,Vrijstaande woning,A,115.62438794949539,115.62438794949539,1156.9471830985915,,Medium,1689
1623MG,7,1970,Vrijstaande woning,C,118.94918523305326,118.94918523305326,,,Medium,1623
1625ZW,157,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1625
1628XK,90,2003,Rijwoning tussen,A,101.54226689991124,101.54226689991124,,,Low,1628
1689ST,80,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1621ML,27,1995,Flatwoning (overig),B,109.70980857966758,109.70980857966758,,,Low,1621
1628ML,2,1989,Rijwoning tussen,B,109.86208925115686,109.86208925115686,,,Medium,1628
1689XN,20,2014,Rijwoning tussen,A,105.28906558217606,105.28906558217606,1156.9471830985915,,Low,1689
1625AG,106,1970,Twee-onder-een-kap / rijwoning hoek,D,112.90662717699382,112.90662717699382,,,Medium,1625
1628HK,4,1985,Rijwoning tussen,A,113.6107490204253,113.6107490204253,,,Medium,1628
1624BP,130,1970,Rijwoning tussen,C,112.90662717699382,112.90662717699382,,,Medium,1624
1625BD,53,1979,Twee-onder-een-kap / rijwoning hoek,A,110.4658670958619,110.4658670958619,,,Medium,1625
1628HC,54,1985,Rijwoning tussen,B,113.6107490204253,113.6107490204253,,,Medium,1628
1628BC,66,1985,Flatwoning (overig),C,114.45037214343544,114.45037214343544,,,Medium,1628
1625EA,5,1979,Rijwoning tussen,B,110.4658670958619,110.4658670958619,,,Medium,1625
1624GB,4,1970,Rijwoning tussen,D,112.90662717699382,112.90662717699382,,,Medium,1624
1622CD,63,1979,Flatwoning (overig),C,111.40079160104537,111.40079160104537,,,Medium,1622
1689KJ,137,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1628XG,22,2003,Vrijstaande woning,A,108.61841245857002,108.61841245857002,,,Low,1628
1625BR,69,1970,Rijwoning tussen,C,112.90662717699382,112.90662717699382,,,Medium,1625
1622EK,145,1979,Flatwoning (overig),B,111.40079160104537,111.40079160104537,,,Medium,1622
1628ZH,75,2003,Twee-onder-een-kap / rijwoning hoek,A,101.54226689991124,101.54226689991124,,,Low,1628
1628MR,80,1989,Twee-onder-een-kap / rijwoning hoek,C,109.86208925115686,109.86208925115686,,,Medium,1628
1628MD,39,1985,Rijwoning tussen,C,113.6107490204253,113.6107490204253,,,Medium,1628
1689GK,260,2003,Vrijstaande woning,B,108.61841245857002,108.61841245857002,1156.9471830985915,,Low,1689
1622HB,24,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,,,Medium,1622
1622BR,1,1970,Twee-onder-een-kap / rijwoning hoek,D,112.90662717699382,112.90662717699382,,,Medium,1622
1628PP,28,1989,Twee-onder-een-kap / rijwoning hoek,C,109.86208925115686,109.86208925115686,,,Medium,1628
1628XV,189,2003,Vrijstaande woning,B,108.61841245857002,108.61841245857002,,,Low,1628
1621MA,62,2003,Maisonnette,A,104.55534279376513,104.55534279376513,,,Low,1621
1628WC,36,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1625CX,73,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1625
1628XC,148,1995,Vrijstaande woning,B,113.52598135739291,113.52598135739291,,,Low,1628
1689MD,71,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1625HZ,77,1979,Maisonnette,B,111.40079160104537,111.40079160104537,,,Medium,1625
1625AS,58,1970,Vrijstaande woning,D,118.94918523305326,118.94918523305326,,,Medium,1625
1622HN,185,1979,Maisonnette,C,111.40079160104537,111.40079160104537,,,Medium,1622
1625CD,57,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1625
1625AA,3,1970,Rijwoning tussen,C,112.90662717699382,112.90662717699382,,,Medium,1625
1623MG,1,1970,Vrijstaande woning,A,118.94918523305326,118.94918523305326,,,Medium,1623
1628XG,62,2003,Vrijstaande woning,A,108.61841245857002,108.61841245857002,,,Low,1628
1628WR,36,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1625RP,65,1989,Twee-onder-een-kap / rijwoning hoek,B,109.86208925115686,109.86208925115686,,,Medium,1625
1622GW,152,1979,Flatwoning (overig),B,111.40079160104537,111.40079160104537,,,Medium,1622
1625AR,49,1970,Vrijstaande woning,B,118.94918523305326,118.94918523305326,,,Medium,1625
1625PP,147,1979,Maisonnette,B,111.40079160104537,111.40079160104537,,,Medium,1625
1624AH,106,1955,Vrijstaande woning,A,131.2318737997454,131.2318737997454,,,Medium,1624
1628RH,158,1995,Vrijstaande woning,B,113.52598135739291,113.52598135739291,,,Low,1628
1625ET,74,1979,Twee-onder-een-kap / rijwoning hoek,D,110.4658670958619,110.4658670958619,,,Medium,1625
1628JV,11,1989,Twee-onder-een-kap / rijwoning hoek,B,109.86208925115686,109.86208925115686,,,Medium,1628
1624GM,24,2010,Rijwoning tussen,A,105.76413881017014,105.76413881017014,,,Low,1624
1621GM,32,2003,Rijwoning tussen,A,101.54226689991124,101.54226689991124,,,Low,1621
1625TA,6,1970,Vrijstaande woning,D,118.94918523305326,118.94918523305326,,,Medium,1625
1689WH,117,2010,Rijwoning tussen,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1689WH,102,2010,Twee-onder-een-kap / rijwoning hoek,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1622JS,174,1979,Twee-onder-een-kap / rijwoning hoek,B,110.4658670958619,110.4658670958619,,,Medium,1622
1624GH,4,1955,Rijwoning tussen,E,127.1241341728539,127.1241341728539,,,Medium,1624
1628BB,36,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1628
1628XE,38,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
1628CP,72,1985,Rijwoning tussen,B,113.6107490204253,113.6107490204253,,,Medium,1628
1625GN,125,1995,Twee-onder-een-kap / rijwoning hoek,A,107.30673614195176,107.30673614195176,,,Low,1625
1625NT,17,2020,Flatwoning (overig),A,109.27828883723379,109.27828883723379,,,Low,1625
1625NT,15,2020,Flatwoning (overig),A,109.27828883723379,109.27828883723379,,,Low,1625
1621BB,10,1930,Rijwoning tussen,E,131.71992409103498,131.71992409103498,,,Medium,1621
1628XS,65,2003,Twee-onder-een-kap / rijwoning hoek,A,101.54226689991124,101.54226689991124,,,Low,1628
1625EH,13,1979,Rijwoning tussen,B,110.4658670958619,110.4658670958619,,,Medium,1625
1628VK,69,1995,Vrijstaande woning,A,113.52598135739291,113.52598135739291,,,Low,1628
1628XG,16,2003,Vrijstaande woning,A,108.61841245857002,108.61841245857002,,,Low,1628
1622GC,48,1979,Twee-onder-een-kap / rijwoning hoek,B,110.4658670958619,110.4658670958619,,,Medium,1622
1689VH,39,1985,Rijwoning tussen,C,113.6107490204253,113.6107490204253,1156.9471830985915,,Medium,1689
1621HT,32,1930,Twee-onder-een-kap / rijwoning hoek,G,131.71992409103498,131.71992409103498,,,Medium,1621
1628ZP,81,2003,Vrijstaande woning,A,108.61841245857002,108.61841245857002,,,Low,1628
1625NV,21,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,,,Medium,1625
1689BN,38,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1628XD,126,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
1689PX,4,2010,Twee-onder-een-kap / rijwoning hoek,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1689MJ,167,1979,Rijwoning tussen,A,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1625MC,95,2010,Twee-onder-een-kap / rijwoning hoek,A,105.76413881017014,105.76413881017014,,,Low,1625
1623LV,8,1955,Rijwoning tussen,C,127.1241341728539,127.1241341728539,,,Medium,1623
1628GR,129,1985,Rijwoning tussen,C,113.6107490204253,113.6107490204253,,,Medium,1628
1628VN,47,1995,Twee-onder-een-kap / rijwoning hoek,A,107.30673614195176,107.30673614195176,,,Low,1628
1628TL,117,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1621EK,37,1930,Flatwoning (overig),G,135.22283462059187,135.22283462059187,,,Medium,1621
1625EN,15,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1625
1689NM,38,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1628TL,114,1995,Rijwoning tussen,A,107.30673614195176,107.30673614195176,,,Low,1628
1689BN,24,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1622JH,138,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1622
1689LB,31,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1628VN,42,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1625AL,70,1970,Twee-onder-een-kap / rijwoning hoek,D,112.90662717699382,112.90662717699382,,,Medium,1625
1625BL,94,1970,Twee-onder-een-kap / rijwoning hoek,C,112.90662717699382,112.90662717699382,,,Medium,1625
1625AA,5,1970,Rijwoning tussen,C,112.90662717699382,112.90662717699382,,,Medium,1625
1628XE,29,1995,Vrijstaande woning,A,113.52598135739291,113.52598135739291,,,Low,1628
1622CV,104,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1622
1621GG,2,1930,Vrijstaande woning,G,134.84789310910145,134.84789310910145,,,Medium,1621
1628HK,6,1985,Rijwoning tussen,C,113.6107490204253,113.6107490204253,,,Medium,1628
1624GP,189,2010,Twee-onder-een-kap / rijwoning hoek,A,105.76413881017014,105.76413881017014,,,Low,1624
1622AC,1,1970,Twee-onder-een-kap / rijwoning hoek,D,112.90662717699382,112.90662717699382,,,Medium,1622
1625RT,5,1989,Rijwoning tussen,B,109.86208925115686,109.86208925115686,,,Medium,1625
1628XD,25,1995,Rijwoning tussen,A,107.30673614195176,107.30673614195176,,,Low,1628
1628MC,22,1985,Twee-onder-een-kap / rijwoning hoek,C,113.6107490204253,113.6107490204253,,,Medium,1628
1625CB,19,1979,Rijwoning tussen,A,110.4658670958619,110.4658670958619,,,Medium,1625
1625HX,124,1979,Maisonnette,C,111.40079160104537,111.40079160104537,,,Medium,1625
1621ME,27,2003,Flatwoning (overig),B,104.55534279376513,104.55534279376513,,,Low,1621
1621ER,10,1955,Vrijstaande woning,E,131.2318737997454,131.2318737997454,,,Medium,1621
1621EN,38,2014,Flatwoning (overig),A,109.0735937774297,109.0735937774297,,,Low,1621
1628SN,61,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
